Product,Price,Sold,Location,LazMall,Reviews
OPPO A3X [4+64GB| 4+128GB] เครื่องศูนย์แท้ รับประกันศูนย์ไทย 1 ปี,"฿2,990.00",256,Sakon Nakhon,No,41
【ของแท้100%】ใหม่ โทรศัพท์มือถือ VIV0 Y21 5G Phantoms มือถือ 7.5“ HD+ รองรับ2ซิม Smartphone 4G/5G แรม16GB รอม1TB โทรศัพท์ถูกๆ Android 12.0 Mobile phone V29 มือถือ โทรศัพท์ ถูกๆ ดี มือถือราคาถูกๆ โทรศัพท์สำห รับเล่นเกม โทรสับราคาถูก ส่งฟรี Y18 5G โทรศัพท์,"฿1,588.00",877,Bangkok,No,45
"Samsumg Galaxy S22 +5G 12/256 สมาร์ทโฟน แบตอึด 5,800mAh ชาร์จไว 25W / จอขนาด 7.5""","฿1,080.00",19,Pathum Thani,No,5
Pocq F6 Pro 5G 6.7hd mobile phone + 2 sim smartphone 16GB ROM 512GB 7800mAh 48mp + 72MP android13.0 gaming phone Thai language menu,฿938.00,219,Samut Sakhon,No,29
【ของแท้100%】ของแท้ มือถือ VIV0 Y22 5G 7.5นิ้ว โทรศัพท์มือถือ รองรับ2ซิม Smartphone 4G/5G โทรศัพท์สมา แรม16GB รอม512GB โทรศัพท์ถูกๆ Android11.0 โทรศัพท์ Mobile phone ส่งฟรี โทรศัพท์มือถือของแท้ โทรศัพท์สำห รับเล่นเกม โทรสับราคาถูก Y33s รับประกัน 1 ปี,"฿1,428.00",12,Bangkok,No,185
"【Cod】2025 New Mobile Phone Opp0 Reno14 Pro 5g Mobile Phone 7.5“ Hd+ Supports 2 Sims Smartphone 4G/5G Ram 16Gb Rom 1Tb Cheap Phone 6800Mah Mobile Phone Reno12 Mobile Phone Cheap Good Cheap Mobile Phone A60 Phone for Playing Games, Cheap Switching Calls A5I","฿1,688.00",122,Bangkok,No,56
【ซื้อ 1 แถม 1】 VIV0 X70Pro+ 6.7นิ้ว โทรศัพท์มือถือ รองรับ 2 ซิมสมาร์ทโฟน 4G/5G โทรศัพท์มือถือ RAM 16G + ROM 512G โทรศัพท์ Android11.0 ออนไลน์ศึกษาการเล่นเกมโทรศัพท์ ชาร์จไว เมนูภาษาไทย บลูทูธ ระบบนำทาง GPS คุณภาพดี โทรศัพท์มือถือราคาถูก,"฿1,450.00",978,Bangkok,No,80
Redmi 14C จอแสดงผล 6.88 นิ้ว Helio G81 Ultra โปรเซสเซอร์ กล้อง 50MP (8GB + 256GB) สมาร์ทโฟนความจุแบตเตอรี่ 5160mAh ประกันศูนย์ 12 เดือน,"฿2,544.78",44,Bangkok,No,23
【รับประกัน 1 ปี】2025 ใหม่ของแท้ OPP0 Reno12 Pro 5G 7.5 นิ้ว โทรศัพท์มือถื รองรับ2ซิม Smartphone 4G/5G แรม16GB รอม1TB มือถือ 6800mAh โทรศัพท์ถูกๆ Mobile phone Android12.0 มือถือ ส่งฟรี มือถือราคาถูกๆ โทรสับราคาถูก Reno10 โทรศัพท์ V29 5G มือถือ,"฿1,688.00",9,Bangkok,No,2
"XIAOMI REDMI A5 3+64 4G (BLUE, GOLD, BLACK)","฿2,099.00",97,Samut Prakan,Yes,34
Samsung A01core 2+32 พร้อมใช้งาน,฿850.00,0,Roi Et,No,0
C75 5g (8Gb + 256Gb) Mediatek Helio G81 Ultra Smartphone with 50Mp Camera,"฿2,612.80",30,Bangkok,No,19
"Samsung Galaxy S20 Plus 5G  RAM12GB+ROM128GB  Screen  Size 6.7""  100%Original  ส่งฟรี!","฿9,000.00",90,Pathum Thani,No,48
"Samsung Galaxy A15 5G 6GB RAM + 128GB ROM camera phone 50MP big screen 6.5""","฿4,058.01",26,Samut Sakhon,No,20
🔥ข้อเสนอพิเศษตอนนี้ OPPO A78 5G มาพร้อม RAM 8GB และ ROM 256GB หน้าจอ FHD 6.56 นิ้ว และแบตเตอรี่ 5000mAh,"฿2,999.00",0,Samut Sakhon,No,0
Y21 (หน้าจอ6.51นิ้ว แรม4อม64 แอนดรอยด์11 แบตเตอรี่5000มิลลิแอมป์),"฿1,599.00",63,Maha Sarakham,No,29
POCO C75 โทรศัพท์มือถือ 8 +256RAM โทรศัพท์ MediaTek Helio G85 แบตเตอรี่ 5000mAh 90Hz ของแท้ใหม่,"฿2,759.00",70,Bangkok,No,26
โทรศัพท์รุ่น เรียลมี ซี11 (2020/2021) หน้าจอ 6.52 นิ้ว แรม2 รอม32 แอนดรอยด์10 สภาพสวย (มือ/สองพร้อมใช้),"฿1,029.00",87,Maha Sarakham,No,38
F7 (หน้าจอ6.2นิ้ว แรม4รอม64 แอนดรอยด์8.1 แบตเตอรี่3400mAh),"฿1,189.00",345,Maha Sarakham,No,167
"สมาร์ทโฟน Samsung A14 (Ram6GB+ Rom128GB) สมาร์ทโฟน 6.66""หน้าจอใหญ่ 5,000mAh การรับประกันร้านค้า 12 เดื","฿2,990.00",0,Bangkok,No,0
oppo A74 5G (แรม 8 รอม 256 GB.) จอ 6.5 นิ้ว ชาร์เร็ว 18 W. (Fast Charging)(ติดฟิล์มกระจกให้ฟรี+ฟรีเคสใส) อุปกรณ์ครบกล่อง รับประกัน 1 ปี,"฿2,689.00",309,Bangkok,Yes,154
"Infinix Smart 10 (3+64) Hd+ 120Hz Screen. Size 6.7“ Dual Speakers, Waterproof, Android15, 8Mp Camera, 5,000Mah Battery. 1 Year Center Warranty","฿2,399.00",64,Bangkok,No,28
"SOYES XS18 Pro 3.0 ""มินิสมาร์ทโฟน 2GB RAM 16GB ROM Facial Recognition Android8.1 Dual SIM สแตนด์บาย 1000mAh 3G เครือข่ายโทรศัพท์","฿1,221.38",198,China,No,17
[พร้อมส่ง] Xiaomi Redmi A5 3+64/4+128 โทรศัพท์มือถือ ปลดล็อคลายนิ้วมือด้านข้าง แบตอึด 5200mAh รับประกัน 15 เดือน,"฿2,299.00",203,Bangkok,Yes,68
Nubia Neo 3 4G (8+128GB) -  หน้าจอใหญ่ 6.8 นิ้ว FHD+ | 120Hz | แบต 6000mAh | ชาร์จไว 33W ประกันศูนย์ไทย,"฿5,099.00",6,Bangkok,Yes,2
โทรศัพท์รุ่น เรียลมี ซี 12 หน้าจอ 6.5 นิ้ว แรม 3 รอม 32 แอนดรอยด์ 10 แบตเตอรี่ 6000 mAh (มือ/สองพร้อมใช้),"฿1,188.00",19,Maha Sarakham,No,8
"Vivo Y28S 5g[8+256Gb] 6.56 Inch Screen, 5,000Mah Battery, Durable Ip54, Genuine Center Machine, 5 Year Center Warranty.5","฿3,959.01",292,Samut Sakhon,No,68
"Samsung Galaxy A14 5G smartphone (6GB + 128GB) 6.6-inch screen, 5000mAh battery, support fast charge, 12 months warranty","฿2,899.00",184,Samut Sakhon,No,163
"Mobile Phone Model Oppo A5 (2020) Screen 6.5 Inches Ram 3 Rom 64 Android 9.0 Battery 5000 Mah Ready to Use, Beautiful Condition (Free Charging Set)","฿1,429.00",58,Maha Sarakham,No,24
"🔥Samsung Galaxy A06 5G | 6GB + 128GB | จอ6.5"" HD+ | DIMENSITY 6300 | กล้อง50MP | 5000mAh ชาร์จไว25W","฿3,599.00",0,Samut Sakhon,No,4
"Redmi 13C 5g (8Gb+256Gb)Mediatek Helio G85 6.74"" 50Mp Ai Triple Camera 5000Mah Battery","฿2,407.44",19,Bangkok,No,12
มือถือรุ่น​ ออปโป้​ A15 หน้าจอ 6.52 นิ้ว แรม 3 รอม 32 แอนดรอย 10 แบตเตอรี่ 4230 แอมป์ สภาพสวยพร้อมใช้งาน (ฟรีชุดชาร์จ),"฿1,319.00",24,Maha Sarakham,No,17
มือถือรุ่นซัมซุง เอศูนย์สาม หน้าจอ 6.5 นิ้ว แรม 3 รอม 32 แอนดรอย 12 แบตเตอรี่ 5000 แอมป์,"฿1,342.00",31,Maha Sarakham,No,21
Sell Oppo Reno 8Z 5g,"฿2,500.00",0,Nakhon Si Thammarat,No,0
"Realme C75 (8GB+256GB)| Chipset MTK Helio G92 Max กล้องชัด 50MP+Flickerกันน้ำกันฝุ่น IP69แบตเตอรี่จุ 6,000 mAh","฿4,199.00",127,Samut Sakhon,No,25
Poco C65 5g 8Gb+256Gb Powerful Chipset Mediatek Helio G85 50Mp Ai Camera |   15 Month Warranty,"฿2,599.00",0,Samut Sakhon,No,0
โทรศัพท์มือถือ Galaxy A34 เครื่องใหม่ สมาร์ทโฟน 5G (Ram16G + Rom512G) 6.7นิ้ว Smartphone Android13.0 รองรับ2ซิม มีเมนูภาษาไทย รองรับแอปธนาคาร มือถือราคาถูกๆ โทรศัพท์ถูกๆดี,฿989.00,10,Samut Sakhon,No,1
Poco C65 5G 8GB + 256GB powerful chipset MediaTek Helio G85 AI 3 cameras 50MP | 15 months warranty,"฿2,771.01",338,Samut Sakhon,No,148
Redmi A3 สมาร์ทโฟน ( 4GB+128GB) 6.71 นิ้ว 90Hz แบต5000mAh MediaTek Helio G36 นิ้วกล้อง100 + 2MP  ล้านพิกเซล  รับประกัน 12 เดือ,"฿2,239.00",0,Bangkok,No,1
"Oppo A78 5G [256GB + 8GB] Oppo A78 5G [5000 GB + 8GB] 256 mAh mobile phone, 67W big battery, supervooc [5 years zero warranty] Oppo A78 5G [GB + 8GB] Mobile phone 5000mAh fast charge big battery 67W supervooc","฿2,999.00",96,Samut Sakhon,No,62
A11 (หน้าจอ 6.4 นิ้ว แรม 2 รอม 32 แอนดรอยด์ 10 แบตเตอรี่ 4000 mAh),"฿1,288.00",0,Maha Sarakham,No,0
[NEW]Redmi 13x 8+256 กล้องคมชัดพิเศษ 108MP |จอใหญ่คมชัด 6.79 นิ้ว|แบตเตอรี่อึดทนทั้งวัน ชาร์จเร็ว 33W,"฿3,799.00",179,Samut Prakan,Yes,65
สมาร์ทโฟน Samsung Galaxy A06 (5G) by Banana IT,"฿4,299.00",54,Samut Prakan,Yes,19
"【1 year warranty 】 2025 Sumsung Galaxy S25 ultra 5G 7.5 inch cell phone 16GB + 1TB smartphone 32 + 64MP NFC 100% genuine smart phone 7800mAh AI mobile phone android13 support 2 Sims free shipping Thai menu, 1 year warranty, cheap phone, gaming vocabulary","฿1,688.00",146,Bangkok,No,59
samsung galaxy note 8.0 อัพ android  ให้แล้ว,฿899.00,27,Prachin Buri,No,5
Samsung Galaxy A06 5G 6GB RAM + 128GB ROM chipset MediaTek Helio G85 6.7 inch screen 5000mAh battery,"฿3,365.01",125,Samut Sakhon,No,97
Samsung Galaxy A03,฿990.00,0,Chonburi,No,0
OPPO A77s 5G [8/128GB] มือถือ ออปโป้ เอ77s เครื่องศูนย์ไทย เล่นเกมลื่น กันน้ำ IPX4,"฿2,459.00",104,Bangkok,No,37
Redmi A3 มือ2 สภาพสวยมากไม่มีรอย,"฿1,690.00",0,Bangkok,No,0
Meixin Oppo A55 5G smartphone 6GB + 128GB 6.51 inch 5000 mAh 50MP Android 12 1 year warranty,"฿2,280.00",98,Bangkok,Yes,52
A3 (หน้าจอ 6.71 นิ้ว แรม3 รอม 64 แอนดรอยด์ 14 แบตเตอรี่ 5000 mAh),"฿1,599.00",6,Maha Sarakham,No,7
รุ่นใหม่ OPPO A56  ความจุเยอะ RAM 8GB + ROM 256GB จอใหญ่ FHD ประกันร้าน 12 เดือน แถมอุปกรณ์ยกกล่อง,"฿2,519.00",483,Bangkok,Yes,234
ZTE Nubia Music (4/128) ประกันศูนย์ 18 เดือน [ หน้าจอ 6.6 นิ้ว แบต 5000 mAh ] (Zeropoint),"฿2,269.00",50,Khon Kaen,No,26
Google Pixel 7 (8+128GB) สมาร์ทโฟน eSIM กันน้ำ ขนาด 6.3 นิ้ว ปลดล็อคแล้ว,"฿7,990.00",0,Bangkok,No,0
สมาร์ทโฟน Samsung Galaxy A15 5G RAM 8GB + พื้นที่เก็บข้อมูล 128GB | หน้าจอ Super AMOLED ขนาด 6.5 นิ้ว แบตเตอรี่ 5000mAh,"฿4,499.00",0,Samut Sakhon,No,0
หัว เว่ย y6s หน้าจอ6.9 แรม3 รอม64 แอนดอย9 เเบต3020 พร้อมชุดชาร์จ,"฿1,090.00",0,Maha Sarakham,No,0
"Samsung A12, Screen 6.5, Ram 4, Rom 128, Ready to Use, Battery 5,000 There Is a Fast Charging System, a Free Charging Set, a Charger.","฿1,899.00",40,Maha Sarakham,No,17
"สมาร์ทโฟน Smart Phone Redmi A5 - เรดหมี่ 3+64GB จอ 6.88 นิ้ว 32MP main ล้านพิกเซล Dual Camera แบต5,200mAh","฿2,215.00",56,Nakhon Si Thammarat,No,19
A78 5G 8+256GB กว้าง 6.56 นิ้ว FHD display 5000mah ความจุแบตเตอรี่ การรับประกันร้านค้า 1 ปี,"฿2,969.00",13,Bangkok,No,10
"Nubia A36 (4+64GB) - Android 15 l จอ 6.75"" 90Hz l แบต 5000mAh นูเบีย รับประกันศูนย์ไทย","฿2,299.00",12,Bangkok,Yes,6
💥มือถือหัวเห่วยy62 แรม2/16มีประกันหลังการขายแถม อุปกรณ์ 💥,฿590.00,0,Maha Sarakham,No,1
"Infinix Hot 10 Mobile Phone, 6.78 Inch Screen, 4Gb Ram, 64Gb Rom, Android 10, 5200 Mah Battery.","฿1,330.00",0,Maha Sarakham,No,0
มือถือรุ่น ออปโป้ เอ15 หน้าจอ 6.52 นิ้ว แรม3รอม32 แบตเตอรี่ 4230 มิลลิแอมป์ แอนดรอยด์ 10 (ฟรีชุดชาร์จ),"฿1,319.00",300,Maha Sarakham,No,73
โทรศัพท์รุ่น ออปโป้ เอ12 หน้าจอ 6.22 นิ้ว แรม 3 รอม 32 แอนดรอยด์ 9 แบตเตอรี่ 4230 มิลลิแอมป์ (มือ/สองพร้อมใช้),"฿1,049.00",20,Maha Sarakham,No,5
[ ใหม่ ] Samsung Galaxy A07 Ram 4GB Rom 64GB มือถือ ซัมซุง ประกันศูนย์ ออกใบกำกับภาษีได้ | Mobile2you,"฿2,999.00",38,Bangkok,No,12
Redmi 13C 5G 8GB+256GB ศัพท์มือถือ หน้าจอ 6.74 นิ้ว กล้อง 50MP AI ความจุแบตเตอรี่ 5000mAh รับประกันร้านหนึ่งปี,"฿2,549.15",7,Bangkok,No,8
โทรศัพท์รุ่น หัวเหว่ย วาย6พี ปี2020 หน้าจอ 6.3 นิ้ว แรม 4 รอม 64 (มือ/สองพร้อมใช้),"฿1,169.00",19,Maha Sarakham,No,8
"Redmi 13C (8+256GB) 5G/4G มือถือจอใหญ่ 6.74"" | กล้อง 50MP | แบตฯ 5000mAh| รับประกัน 1 ปีฟรีอุปกรณ์เสริมครบชุดแบ","฿2,324.25",6,Bangkok,No,5
"Infinix Smart 10 (3+64) Hd+ 120Hz Screen. Size 6.7“ Dual Speakers, Waterproof, Android15, 8Mp Camera, 5,000Mah Battery. 1 Year Warranty","฿2,279.00",83,Nakhon Nayok,No,33
ออปโป้ A17k จอกว้างเครื่องแท้เดิมๆพร้อมใช้งานแถมชุดชาร์จพร้อมส่ง,"฿1,690.00",30,Maha Sarakham,No,14
Redmi 14C 6.88-inch Display Helio G81 Ultra 50MP 8GB +256GB 5160MAH สมาร์ทโฟน 90Hz หน้าจอ 18W การชาร์จเร็ว,"฿2,999.00",17,Bangkok,No,6
โทรศัพท์มือถือรุ่น อินฟินิกซ์ สมาร์ท5 หน้าจอ 6.6 นิ้ว แอนดรอยด์10 แบตเตอรี่5000mAh (มือ/สองพร้อมใช้),฿969.00,142,Maha Sarakham,No,63
"ZTE Blade A35 4+64GB จอ 6.75"" กล้อง8ล้าน Dual Camera  แบต5000mAh ประกันศูนย์ไทย","฿1,995.00",58,Nakhon Si Thammarat,No,30
OPPO A5x [4+64GB | 4+128GB | 6+128GB] เครื่องศูนย์แท้ รับประกันศูนย์ไทย 1 ปี,"฿3,399.00",596,Sakon Nakhon,No,72
สมาร์ทโฟน Philips S6133s 4+128GB จอ6.75นิ้ว  กล้องหลัง 16 ล้าน แบต5000mAh UNISOC T606,"฿2,150.00",15,Nakhon Si Thammarat,No,6
ซัมซุง A10 หน้าจอ6.2 แรม2 รอม 32เครื่องสวยพร้อมใช้ฟรีชุดชาร์จ,฿990.00,179,Maha Sarakham,No,65
"ออป โป้ เอ18 จอกว้าง 6.56 แรม4รอม64/128 แอนดอย 15 แบต5,000 เครื่องสวย สเปคแน่น พร้อมใช้งาน ฟรีชุดชาร์จ","฿2,190.00",12,Maha Sarakham,No,4
"Phone Model: Vivo Y01A, Screen 6.51 Inches, Ram 2, Rom 32, Battery 5000 Mah, Android 12","฿1,290.00",0,Maha Sarakham,No,0
โทรศัพท์มือถือรุ่น ซัมซุง เอ03 หน้าจอ 6.5 นิ้ว แรม3รอม32 แอนดรอยด์11 แบตเตอร่5000มิลลิแอมป์ พร้อมใช้งาน(ฟรีชุดชาร์จ),"฿1,342.00",16,Maha Sarakham,No,6
ข้อเสนอพิเศษตอนนี้สำหรับสมาร์ทโฟน Redmi 9A LTE 6GB+128GB ที่มาพร้อมจอแสดงผล FHD+ ถนอมสายตา และกล้องหลัง 13MP 1080P,"฿1,899.00",0,Samut Sakhon,No,3
"วีโว้ Y02 สภาพสวยโหลดใช้งานได้ทุกแอพ,ทุกเครือข่ายพร้อมส่ง","฿1,590.00",36,Maha Sarakham,No,15
"[รุ่นใหม่ล่าสุด] Samsung A05 | A05s แบตเตอรี่ 5,000 mAhMediatek : Helio G85 by SIXTEENPHONE.","฿3,150.00",19,Bangkok,No,257
"Nubia A56 (4+128GB) - หน้าจอ 6.75"" 90Hz l แบต 5000mAh l Android 15 l กล้อง 13MP AI Camera นูเบีย รับประกันศูนย์ไทย","฿2,599.00",17,Bangkok,Yes,6
"XIAOMI REDMI A5 4+128 4G (BLUE, GOLD, BLACK)","฿2,599.00",79,Samut Prakan,Yes,43
เรด  มี โน๊ต 11จอลื่นเครื่องสวยแรมสูงแบตทนพร้อมใช้งาน,"฿2,390.00",27,Maha Sarakham,No,13
Infinix SMART8,"฿1,190.00",0,Nong Khai,No,0
"[New Arrival] HONOR X5b Plus (4+128GB) โทรศัพท์มือถือถึกทน คมชัด คุ้มค่า | หน้าจอ 6.56"" 90Hz | กล้อง AI 50MP+5MP | แบตเตอรี่ 5200mAh | ประกันศูนย์ไทย 12 เดือน","฿2,999.00",196,Samut Prakan,Yes,91
"มือถือ 20i 6+256GB จอHD 6.21 นิ้ว แบตเตอรี่3,400 mAh รับประกันสินค้า 1ปี","฿1,290.00",0,Chonburi,No,0
"POCO C65 โทรศัพท์มือถือ (8GB +256GB )โทรศัพท์ MediaTek Helio G85 แบตเตอรี่ 5000mAh หน้าจอ 6.74"" 90Hz รับประกัน 12 เดือน","฿2,295.78",70,Bangkok,No,40
มือถือซันนี่4  จอ5นิ้ว แอนดรอยด์ 8 แรม1รอม16(สีดำ ครีม น้ำเงิน),฿450.00,131,Maha Sarakham,No,47
โทรศัพท์มือถือ  Y27 5G สมาร์ทโฟน  4G/5GHD 7.5นิ้ว 16GB+512GB 6800mAh 24MP+48MP ใส่ได้สองซิม รองรับแอปธนาคาร รองรับ 2 ซิม Mobile phone มือถือ โทรศัพท์มือถือราคาพิเศษ มีประกัน พร้อมส่งในไทย,"฿1,189.00",34,Bangkok,No,12
NEW Brand 100% New Original 2800mAh Blackview A10 Smart Mobile Phone li-ion Pro + Free Tools power,฿406.51,0,China,No,0
"Oppo A58 5G mobile phone | 8GB RAM + 256GB ROM | 6.56 screen, 5,000mAh battery | genuine","฿3,068.01",59,Samut Sakhon,No,10
C3  (หน้าจอ 6.5 นิ้ว แรม 3 รอม 32 แอนดรอยด์ 10 แบต 5000 mAh),"฿1,149.00",264,Maha Sarakham,No,114
​มือถือ​รุ่น อินฟินิก ฮอต20ไอ หน้าจอ 6.6นิ้ว แอนดรอยด์12 แบตเตอรี่ 5000มิลลิแอมป์ พร้อมใช้งานสภาพสวย(ฟรีชุด​ชาร์จ)​,"฿1,440.00",170,Maha Sarakham,No,51
มือถือออปโป้ A12 รองรับทุกเครือข่ายใช้งานได้ปกติสินค้าพร้อมส่ง,"฿1,190.00",24,Maha Sarakham,No,5
Google Pixel 6 ใหม่เอี่ยม 98% Pixel 6 5G 6.4 นิ้ว RAM 8GB 128GB รองรับ eSIM โทรศัพท์ปลดล็อค,"฿6,580.00",0,Bangkok,No,0
POCO C75 5G (8+256GB) - มือถือสเปคจัดเต็ม | กล้อง 50MP | ชาร์จเร็ว 18W | แบตฯ 5160mAh | ฟรีเคส+ฟิล์ม,"฿2,719.15",5,Bangkok,No,4
"Vivo Y36 Smartphone, 8Gb Ram + 256Gb Rom, Large 6.64"" Fhd+ Screen, Clear Full Hd Camera, Premium Design, Durable Battery, Can Be Used All Day.","฿3,553.11",0,Bangkok,No,2
Re-furbished Phone Xiaomi Mi Max 3 6.9 inch 6G RAM 128GB ROM new Fingerprint 4G Android Smart Phone MAX3,"฿2,400.00",78,Samut Prakan,No,40
พร้อมส่ง OPPO A3S รุ่นขายดี โทรศัพท์มือถือ มือถือ แรม6GB+รอม128GB ประกันร้าน 12 เดือน,"฿1,429.00",796,Bangkok,Yes,311
โทรศัพท์มือถือ A55 7.5 นิ้ว 16GB RAM + 512GB ROM 5G phone โทรศัพท์ถูกๆ รองรับทุกซิมการ์ดในไทย มีเมนูภาษาไทย รองรับแอปธนาคาร,฿869.00,11,Samut Sakhon,No,1
Lnfinix smart9 Black used 128 RAM 3 + 2 Genuine Thai Center,"฿1,690.00",0,Bangkok,No,0
[NEW] Xiaomi POCO M7 8+256 แบตเตอรี่ความจุใหญ่  7000mAh (typ) ชิปประมวลผล Snapdragon®685 ทรงพลัง กล้องคู่ AI ความละเอียด,"฿4,290.00",8,Bangkok,Yes,3
M15 Ultra 4G/5G Smartphone 6.7inch Full Screen Phone Memory 12GB RAM+512GB ROM Battery 8000Mah Android 13,"฿2,099.00",0,China,No,1
"Huawei! Nova3 Black Used, 128 Rom, 6 Ram, Genuine, Thai Center","฿1,590.00",0,Bangkok,No,0
"Xiaomi Redmi 15C (8/256) 15 month warranty [6.9 inch screen, 6,000 mAh battery]","฿3,959.00",17,Khon Kaen,No,7
【รับประกัน1ปี】100%ของแท้ Sansung S24 Ultra สมาร์ทโฟน 7.5นิ้ว 5G เต็มจอ 16GB+768GB รองรับ2ซิม Smartphone มือถือราคาถูก Mobile โทรศัพท์มือถือ โทรศัพท์เล่นเกมลื่น Android13.0 มือถือราคาถูก การกวาดล้าง โทรศัพท์เล่นเกมราคาถูก ส่งฟรี S22 Ultra S2,"฿2,345.00",0,Bangkok,No,0
Samsung Galaxy A11 RAM3GB/ROM32GB/เครื่องแท้ศูนย์ค้างสต็อกสินค้าพร้อมจัดส่ง,"฿1,879.00",19,Bangkok,No,6
มือถือรุ่น หัวเหว่ย วาย62 หน้าจอ 5 นิ้ว แรม2 รอม16 แอนดรอยด์ 6.0 แบตเตอรี่ 2200mAh (ฟรีชุดชาร์จ),฿540.00,10,Maha Sarakham,No,4
"สมาร์ทโฟน Y12,ของแท้100%,มือ1, สแกนลายนิ้วมือ,รับประกัน1ปี, แถมเคสใส+ฟิล์มกันลอย","฿1,899.00",0,Bangkok,No,0
มือถือรุ่น เอไอเอส Ruio Gen1 แรม 1 รอม 8 แอนดรอยด์ 8.1(แถมฟรีชุดชาร์จ)สภาพสวยพร้อมใช้งานราคาน่ารัก​ เครื่องแท้100%,฿500.00,115,Maha Sarakham,No,25
โทรศัพท์มือถือm-horse  M16 pro max 4G แท้ มือถือจอใหญ่ 6.6นิ้ว แรม 6GB รอม 64GB ใช้เป๋าตังได้ ใช้ธนาคารได้ ประกันศูนย์1ปี smartphone ราคาถูก ส่งฟรี,"฿2,590.00",15,Bangkok,Yes,3
"Realme C75 (8 + 256)| chipset MTK Helio G92 Max 50MP Camera + flicker waterproof dustproof IP69 battery capacity 6,000 mAh","฿4,157.01",38,Samut Sakhon,No,11
Realme Note 60x 4+64GB จอ6.74 นิ้ว หน้าจอใหญ่ HD+ กล้องหลัง 8 MP แบต5000mAh USB Type-C,"฿2,465.00",54,Nakhon Si Thammarat,No,3
Unihertz Jelly Pro Super Miniสมาร์ทโฟน 2GB RAM 16GB ROM 2.45 'Android 7.0 8.0MP Quad Coreขนาดเล็กกระเป๋าโทรศัพท์มือถือ,"฿1,429.56",30,China,No,1
POCO C65 (8GB+256GB) 6.74 นิ้ว 90Hz โทรศัพท์ MediaTek Helio G85 แบตเตอรี่ 5000mAh รับประกัน 12 เดือน,"฿2,680.00",545,Bangkok,No,243
oppo​ A53,"฿1,890.00",0,Nong Khai,No,0
"Samsung Galaxy A06 5g (4/64) 12 Month Warranty [6.7 Inch Screen, 5000Mah Battery] (Zeropoint)","฿3,059.00",21,Khon Kaen,No,11
"Xiaomi Redmi 14R 5G สเปคแรง 8+256GB | จอ LCD 6.88 นิ้วสมจริง | แบต 5,160mAh+ชาร์จไว 18W | รับประกัน 1 ปีเต็ม","฿2,669.25",0,Bangkok,No,1
"HONOR X5b Plus (4+128GB) โทรศัพท์มือถือถึกทน คมชัด คุ้มค่า | หน้าจอ 6.56"" 90Hz | กล้อง AI 50MP+5MP | แบตเตอรี่ 5200mAh | ประกันศูนย์ไทย 12 เดือน","฿2,750.00",6,Bangkok,No,4
[New] OPPO A5i (4+64G) | โทรศัพท์มือถือ ดีไซน์สวย ทนทาน กล้อง 8 MP ชาร์จไว 45W แบตเตอรี่ 5100mAh รับประกัน 12 เดือน,"฿2,999.00",200,Samut Prakan,Yes,5663
"SOYES XS18 Pro 3.0"" Mini Smartphone 3G Network 2GB RAM 16GB ROM Android 9.0 Quad Core 900mAh Face recognition  Supports Bluetooth FM WIFI Type-C Small Phone","฿1,045.50",24,China,No,8
โทรศัพท์มือถือ VIVQ V29 6.7นิ้ว สมาร์ทโฟน 4G/5G แรม16GB+รอม512GB โทรศัพท์มือถือราคาถูก ปลดล็อคการจดจำใบหน้า ใช้แอปธนาคารได้ รองรับภาษาไทย รองรับ2ซิม,฿899.00,91,Samut Sakhon,No,13
"【1 Year Warranty】100% Genuine Sansumg S25 Ultra Smartphone 7.5 Inch 5g Full Screen 16Gb+1Tb Supports 2 Sims Smartphone Android13.0 Cheap Mobile Phone Mobile Mobile Phone Smooth Gaming Phone Cheap Mobile Phones, Free Delivery, S23 Ultra S24 Ultra Mobile Ph","฿1,688.00",262,Bangkok,No,109
Nubia Focus 2 5G 8+256GB (เพิ่มแรมสูงสุด20GB) - กล้อง108ล้าน AI Camera l จอ 6.7“120Hz l แบต 5000mAh,"฿5,499.00",0,Bangkok,Yes,0
Realme Note 70 สมาร์ทโฟน ราคาคุ้มค่า แบตเตอรี่อึด by Banana IT,"฿2,999.00",7,Samut Prakan,Yes,1
"Samsung Galaxy A17 5G (8/128GB,8/256GB) Super AMOLED ขนาด 6.7 แบตเตอรี่ 5,000mAh โทรศัพท์มือถือ เครื่องศูนย์ไทย เครื่องใหม่แท้ รับประกันศูนย์ไทย 1 ปี","฿7,390.00",0,Bangkok,No,0
"สมาร์ทโฟน Infinix Hot 60 Pro - อินฟินิกซ์ 8+128GB จอ6.78นิ้ว 120Hz ชิปเซ็ต Helio G200 แบต5,160 mAh ชาร์จเร็ว45W","฿4,850.00",19,Nakhon Si Thammarat,No,8
Samsung A21s S9plus มือ2 สภาพสวยเครื่องศูนย์ไทยไม่มีกล่อง,"฿1,990.00",0,Bangkok,No,1
💥Samsung Galaxy Grand Prime SM-G530F จอใหญ่​ สภาพสวย​ มือ2มีประกันหลังการขาย💥,฿600.00,67,Maha Sarakham,No,25
AIS LAVA iris50 มือถือพร้อมใช้งาน (ฟรีชุดชาร์จ),฿431.00,82,Maha Sarakham,No,26
OPPO F7 ของเเท้100% RAM8GB ROM256GB หน้าจอ6.23 นิ้ว เเถมฟรีเคสใส+ฟิล์มกระจก,"฿1,659.00",596,Bangkok,Yes,277
